file_id,filename,video_id,size_bytes,exercise,participant,angle,variation,gender,angle_name,variation_name,exercise_name,quality_score,judge_scores,n_judges,has_score,participant_num,split,cv_fold
11681365,E01_P02_AR_VHJ_GM.mp4,E01_P02_AR_VHJ_GM,68483867,E01,P02,R,HJ,M,right,high_jitter,Abduction,81.9047619,"[77.1429, 84.2857, 84.2857]",3,True,2,train,0
11681385,E01_P02_AR_VLJ_GM.mp4,E01_P02_AR_VLJ_GM,65903663,E01,P02,R,LJ,M,right,low_jitter,Abduction,74.76190476,"[70.0, 77.1429, 77.1429]",3,True,2,train,0
11681340,E01_P02_AR_VLL_GM.mp4,E01_P02_AR_VLL_GM,64444388,E01,P02,R,LL,M,right,low_light,Abduction,76.66666667,"[74.2857, 74.2857, 81.4286]",3,True,2,train,0
11679826,E01_P02_AR_VML_GM.mp4,E01_P02_AR_VML_GM,58251568,E01,P02,R,ML,M,right,medium_light,Abduction,95.23809524,"[100.0, 92.8571, 92.8571]",3,True,2,train,0
11679827,E01_P02_AR_VO_GM.mp4,E01_P02_AR_VO_GM,56422166,E01,P02,R,O,M,right,occlusion,Abduction,73.33333333,"[75.7143, 68.5714, 75.7143]",3,True,2,train,0
11675074,E01_P03_AF_VFL_GM.mp4,E01_P03_AF_VFL_GM,12600778,E01,P03,F,FL,M,front,full_light,Abduction,60.47619048,"[48.5714, 62.8571, 70.0]",3,True,3,train,3
11674918,E01_P03_AF_VHJ_GM.mp4,E01_P03_AF_VHJ_GM,36556306,E01,P03,F,HJ,M,front,high_jitter,Abduction,83.33333333,"[92.8571, 78.5714, 78.5714]",3,True,3,train,3
11675047,E01_P03_AF_VLJ_GM.mp4,E01_P03_AF_VLJ_GM,39467232,E01,P03,F,LJ,M,front,low_jitter,Abduction,64.28571429,"[71.4286, 71.4286, 50.0]",3,True,3,train,3
11681363,E01_P03_AF_VLL_GM.mp4,E01_P03_AF_VLL_GM,67108078,E01,P03,F,LL,M,front,low_light,Abduction,83.33333333,"[92.8571, 85.7143, 71.4286]",3,True,3,train,3
11675033,E01_P03_AF_VML_GM.mp4,E01_P03_AF_VML_GM,22947799,E01,P03,F,ML,M,front,medium_light,Abduction,64.28571429,"[71.4286, 57.1429, 64.2857]",3,True,3,train,3
11674741,E01_P03_AF_VO_GM.mp4,E01_P03_AF_VO_GM,20743716,E01,P03,F,O,M,front,occlusion,Abduction,63.33333333,"[65.7143, 72.8571, 51.4286]",3,True,3,train,3
11681675,E01_P03_AL_VFL_GM.mp4,E01_P03_AL_VFL_GM,78708285,E01,P03,L,FL,M,left,full_light,Abduction,59.04761905,"[47.1429, 61.4286, 68.5714]",3,True,3,train,3
11681643,E01_P03_AL_VHJ_GM.mp4,E01_P03_AL_VHJ_GM,76585063,E01,P03,L,HJ,M,left,high_jitter,Abduction,67.61904762,"[77.1429, 62.8571, 62.8571]",3,True,3,train,3
11681662,E01_P03_AL_VLJ_GM.mp4,E01_P03_AL_VLJ_GM,72464486,E01,P03,L,LJ,M,left,low_jitter,Abduction,61.42857143,"[68.5714, 68.5714, 47.1429]",3,True,3,train,3
11681761,E01_P03_AL_VLL_GM.mp4,E01_P03_AL_VLL_GM,82795451,E01,P03,L,LL,M,left,low_light,Abduction,83.33333333,"[92.8571, 85.7143, 71.4286]",3,True,3,train,3
11681680,E01_P03_AL_VML_GM.mp4,E01_P03_AL_VML_GM,75781881,E01,P03,L,ML,M,left,medium_light,Abduction,64.28571429,"[71.4286, 57.1429, 64.2857]",3,True,3,train,3
11681641,E01_P03_AL_VO_GM.mp4,E01_P03_AL_VO_GM,79237639,E01,P03,L,O,M,left,occlusion,Abduction,63.33333333,"[65.7143, 72.8571, 51.4286]",3,True,3,train,3
11675084,E01_P03_AR_VFL_GM.mp4,E01_P03_AR_VFL_GM,13988711,E01,P03,R,FL,M,right,full_light,Abduction,59.04761905,"[47.1429, 61.4286, 68.5714]",3,True,3,train,3
11681672,E01_P03_AR_VHJ_GM.mp4,E01_P03_AR_VHJ_GM,79527537,E01,P03,R,HJ,M,right,high_jitter,Abduction,83.33333333,"[92.8571, 78.5714, 78.5714]",3,True,3,train,3
11679831,E01_P03_AR_VLJ_GM.mp4,E01_P03_AR_VLJ_GM,56121338,E01,P03,R,LJ,M,right,low_jitter,Abduction,70.0,"[77.1429, 77.1429, 55.7143]",3,True,3,train,3
11674774,E01_P03_AR_VLL_GM.mp4,E01_P03_AR_VLL_GM,47095731,E01,P03,R,LL,M,right,low_light,Abduction,61.9047619,"[71.4286, 64.2857, 50.0]",3,True,3,train,3
11674747,E01_P03_AR_VML_GM.mp4,E01_P03_AR_VML_GM,20856811,E01,P03,R,ML,M,right,medium_light,Abduction,70.0,"[77.1429, 62.8571, 70.0]",3,True,3,train,3
11674899,E01_P03_AR_VO_GM.mp4,E01_P03_AR_VO_GM,28783001,E01,P03,R,O,M,right,occlusion,Abduction,67.61904762,"[70.0, 77.1429, 55.7143]",3,True,3,train,3
11674972,E01_P04_AF_VFL_GM.mp4,E01_P04_AF_VFL_GM,18232404,E01,P04,F,FL,M,front,full_light,Abduction,82.85714286,"[82.8571, 82.8571, 82.8571]",3,True,4,train,1
11674728,E01_P04_AF_VHJ_GM.mp4,E01_P04_AF_VHJ_GM,37491302,E01,P04,F,HJ,M,front,high_jitter,Abduction,100.0,"[100.0, 100.0, 100.0]",3,True,4,train,1
11674965,E01_P04_AF_VLJ_GM.mp4,E01_P04_AF_VLJ_GM,32653627,E01,P04,F,LJ,M,front,low_jitter,Abduction,79.52380952,"[84.2857, 70.0, 84.2857]",3,True,4,train,1
11674981,E01_P04_AF_VLL_GM.mp4,E01_P04_AF_VLL_GM,31221593,E01,P04,F,LL,M,front,low_light,Abduction,76.19047619,"[71.4286, 78.5714, 78.5714]",3,True,4,train,1
11674875,E01_P04_AF_VML_GM.mp4,E01_P04_AF_VML_GM,19900194,E01,P04,F,ML,M,front,medium_light,Abduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,4,train,1
11674866,E01_P04_AF_VO_GM.mp4,E01_P04_AF_VO_GM,25027978,E01,P04,F,O,M,front,occlusion,Abduction,100.0,"[100.0, 100.0, 100.0]",3,True,4,train,1
11681386,E01_P04_AL_VFL_GM.mp4,E01_P04_AL_VFL_GM,63941923,E01,P04,L,FL,M,left,full_light,Abduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,4,train,1
11681701,E01_P04_AL_VHJ_GM.mp4,E01_P04_AL_VHJ_GM,72669860,E01,P04,L,HJ,M,left,high_jitter,Abduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,4,train,1
11679817,E01_P04_AL_VLJ_GM.mp4,E01_P04_AL_VLJ_GM,58058238,E01,P04,L,LJ,M,left,low_jitter,Abduction,78.0952381,"[82.8571, 68.5714, 82.8571]",3,True,4,train,1
11681359,E01_P04_AL_VLL_GM.mp4,E01_P04_AL_VLL_GM,70711573,E01,P04,L,LL,M,left,low_light,Abduction,80.47619048,"[75.7143, 82.8571, 82.8571]",3,True,4,train,1
11681347,E01_P04_AL_VML_GM.mp4,E01_P04_AL_VML_GM,70969787,E01,P04,L,ML,M,left,medium_light,Abduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,4,train,1
11681700,E01_P04_AL_VO_GM.mp4,E01_P04_AL_VO_GM,71828750,E01,P04,L,O,M,left,occlusion,Abduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,4,train,1
11674942,E01_P04_AR_VFL_GM.mp4,E01_P04_AR_VFL_GM,13319294,E01,P04,R,FL,M,right,full_light,Abduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,4,train,1
11681362,E01_P04_AR_VHJ_GM.mp4,E01_P04_AR_VHJ_GM,71160689,E01,P04,R,HJ,M,right,high_jitter,Abduction,100.0,"[100.0, 100.0, 100.0]",3,True,4,train,1
11675077,E01_P04_AR_VLJ_GM.mp4,E01_P04_AR_VLJ_GM,43379153,E01,P04,R,LJ,M,right,low_jitter,Abduction,78.0952381,"[82.8571, 68.5714, 82.8571]",3,True,4,train,1
11679830,E01_P04_AR_VLL_GM.mp4,E01_P04_AR_VLL_GM,51288992,E01,P04,R,LL,M,right,low_light,Abduction,81.9047619,"[77.1429, 84.2857, 84.2857]",3,True,4,train,1
11675054,E01_P04_AR_VML_GM.mp4,E01_P04_AR_VML_GM,23016414,E01,P04,R,ML,M,right,medium_light,Abduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,4,train,1
11674878,E01_P04_AR_VO_GM.mp4,E01_P04_AR_VO_GM,29697327,E01,P04,R,O,M,right,occlusion,Abduction,100.0,"[100.0, 100.0, 100.0]",3,True,4,train,1
11674887,E01_P05_AF_VFL_GM.mp4,E01_P05_AF_VFL_GM,13314099,E01,P05,F,FL,M,front,full_light,Abduction,79.52380952,"[77.1429, 77.1429, 84.2857]",3,True,5,train,3
11674735,E01_P05_AF_VHJ_GM.mp4,E01_P05_AF_VHJ_GM,30582109,E01,P05,F,HJ,M,front,high_jitter,Abduction,92.85714286,"[85.7143, 92.8571, 100.0]",3,True,5,train,3
11674888,E01_P05_AF_VLJ_GM.mp4,E01_P05_AF_VLJ_GM,32942887,E01,P05,F,LJ,M,front,low_jitter,Abduction,81.9047619,"[84.2857, 77.1429, 84.2857]",3,True,5,train,3
11679825,E01_P05_AF_VLL_GM.mp4,E01_P05_AF_VLL_GM,54984330,E01,P05,F,LL,M,front,low_light,Abduction,90.47619048,"[100.0, 85.7143, 85.7143]",3,True,5,train,3
11675068,E01_P05_AF_VML_GM.mp4,E01_P05_AF_VML_GM,26143113,E01,P05,F,ML,M,front,medium_light,Abduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,5,train,3
11674801,E01_P05_AF_VO_GM.mp4,E01_P05_AF_VO_GM,16342945,E01,P05,F,O,M,front,occlusion,Abduction,85.71428571,"[85.7143, 85.7143, 85.7143]",3,True,5,train,3
11681750,E01_P05_AL_VFL_GM.mp4,E01_P05_AL_VFL_GM,84448525,E01,P05,L,FL,M,left,full_light,Abduction,79.52380952,"[77.1429, 77.1429, 84.2857]",3,True,5,train,3
11679833,E01_P05_AL_VHJ_GM.mp4,E01_P05_AL_VHJ_GM,59372913,E01,P05,L,HJ,M,left,high_jitter,Abduction,92.85714286,"[85.7143, 92.8571, 100.0]",3,True,5,train,3
11681353,E01_P05_AL_VLJ_GM.mp4,E01_P05_AL_VLJ_GM,67630128,E01,P05,L,LJ,M,left,low_jitter,Abduction,97.61904762,"[100.0, 92.8571, 100.0]",3,True,5,train,3
11681691,E01_P05_AL_VLL_GM.mp4,E01_P05_AL_VLL_GM,78236030,E01,P05,L,LL,M,left,low_light,Abduction,90.47619048,"[100.0, 85.7143, 85.7143]",3,True,5,train,3
11681756,E01_P05_AL_VML_GM.mp4,E01_P05_AL_VML_GM,83326606,E01,P05,L,ML,M,left,medium_light,Abduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,5,train,3
11681368,E01_P05_AL_VO_GM.mp4,E01_P05_AL_VO_GM,70251105,E01,P05,L,O,M,left,occlusion,Abduction,85.71428571,"[85.7143, 85.7143, 85.7143]",3,True,5,train,3
11674883,E01_P05_AR_VFL_GM.mp4,E01_P05_AR_VFL_GM,12526386,E01,P05,R,FL,M,right,full_light,Abduction,79.52380952,"[77.1429, 77.1429, 84.2857]",3,True,5,train,3
11679828,E01_P05_AR_VHJ_GM.mp4,E01_P05_AR_VHJ_GM,59324640,E01,P05,R,HJ,M,right,high_jitter,Abduction,92.85714286,"[85.7143, 92.8571, 100.0]",3,True,5,train,3
11674880,E01_P05_AR_VLJ_GM.mp4,E01_P05_AR_VLJ_GM,45232064,E01,P05,R,LJ,M,right,low_jitter,Abduction,81.9047619,"[84.2857, 77.1429, 84.2857]",3,True,5,train,3
11674874,E01_P05_AR_VLL_GM.mp4,E01_P05_AR_VLL_GM,16847469,E01,P05,R,LL,M,right,low_light,Abduction,74.76190476,"[84.2857, 70.0, 70.0]",3,True,5,train,3
11675005,E01_P05_AR_VML_GM.mp4,E01_P05_AR_VML_GM,11553428,E01,P05,R,ML,M,right,medium_light,Abduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,5,train,3
11675081,E01_P05_AR_VO_GM.mp4,E01_P05_AR_VO_GM,20656967,E01,P05,R,O,M,right,occlusion,Abduction,85.71428571,"[85.7143, 85.7143, 85.7143]",3,True,5,train,3
11675093,E01_P06_AF_VFL_GM.mp4,E01_P06_AF_VFL_GM,11425313,E01,P06,F,FL,M,front,full_light,Abduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,6,train,3
11675096,E01_P06_AF_VHJ_GM.mp4,E01_P06_AF_VHJ_GM,33751383,E01,P06,F,HJ,M,front,high_jitter,Abduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,6,train,3
11674903,E01_P06_AF_VLJ_GM.mp4,E01_P06_AF_VLJ_GM,32326754,E01,P06,F,LJ,M,front,low_jitter,Abduction,95.23809524,"[85.7143, 100.0, 100.0]",3,True,6,train,3
11675016,E01_P06_AF_VLL_GM.mp4,E01_P06_AF_VLL_GM,48339573,E01,P06,F,LL,M,front,low_light,Abduction,77.14285714,"[77.1429, 84.2857, 70.0]",3,True,6,train,3
11674763,E01_P06_AF_VML_GM.mp4,E01_P06_AF_VML_GM,24509231,E01,P06,F,ML,M,front,medium_light,Abduction,75.71428571,"[68.5714, 75.7143, 82.8571]",3,True,6,train,3
11674818,E01_P06_AF_VO_GM.mp4,E01_P06_AF_VO_GM,16615205,E01,P06,F,O,M,front,occlusion,Abduction,74.76190476,"[70.0, 77.1429, 77.1429]",3,True,6,train,3
11681357,E01_P06_AL_VFL_GM.mp4,E01_P06_AL_VFL_GM,70080232,E01,P06,L,FL,M,left,full_light,Abduction,74.76190476,"[77.1429, 70.0, 77.1429]",3,True,6,train,3
11681350,E01_P06_AL_VHJ_GM.mp4,E01_P06_AL_VHJ_GM,65264672,E01,P06,L,HJ,M,left,high_jitter,Abduction,74.76190476,"[77.1429, 70.0, 77.1429]",3,True,6,train,3
11681343,E01_P06_AL_VLJ_GM.mp4,E01_P06_AL_VLJ_GM,64481187,E01,P06,L,LJ,M,left,low_jitter,Abduction,79.52380952,"[70.0, 84.2857, 84.2857]",3,True,6,train,3
11681373,E01_P06_AL_VLL_GM.mp4,E01_P06_AL_VLL_GM,67514450,E01,P06,L,LL,M,left,low_light,Abduction,75.71428571,"[75.7143, 82.8571, 68.5714]",3,True,6,train,3
11681376,E01_P06_AL_VML_GM.mp4,E01_P06_AL_VML_GM,66209043,E01,P06,L,ML,M,left,medium_light,Abduction,74.28571429,"[67.1429, 74.2857, 81.4286]",3,True,6,train,3
11679816,E01_P06_AL_VO_GM.mp4,E01_P06_AL_VO_GM,59499664,E01,P06,L,O,M,left,occlusion,Abduction,73.33333333,"[68.5714, 75.7143, 75.7143]",3,True,6,train,3
11674933,E01_P06_AR_VFL_GM.mp4,E01_P06_AR_VFL_GM,9835878,E01,P06,R,FL,M,right,full_light,Abduction,74.76190476,"[77.1429, 70.0, 77.1429]",3,True,6,train,3
11681371,E01_P06_AR_VHJ_GM.mp4,E01_P06_AR_VHJ_GM,64251028,E01,P06,R,HJ,M,right,high_jitter,Abduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,6,train,3
11674998,E01_P06_AR_VLJ_GM.mp4,E01_P06_AR_VLJ_GM,44878433,E01,P06,R,LJ,M,right,low_jitter,Abduction,95.23809524,"[85.7143, 100.0, 100.0]",3,True,6,train,3
11701305,E01_P06_AR_VLL_GM.mp4,E01_P06_AR_VLL_GM,50834605,E01,P06,R,LL,M,right,low_light,Abduction,75.71428571,"[75.7143, 82.8571, 68.5714]",3,True,6,train,3
11675032,E01_P06_AR_VML_GM.mp4,E01_P06_AR_VML_GM,9527771,E01,P06,R,ML,M,right,medium_light,Abduction,74.28571429,"[67.1429, 74.2857, 81.4286]",3,True,6,train,3
11674836,E01_P06_AR_VO_GM.mp4,E01_P06_AR_VO_GM,19765763,E01,P06,R,O,M,right,occlusion,Abduction,74.76190476,"[70.0, 77.1429, 77.1429]",3,True,6,train,3
11675061,E01_P07_AF_VFL_GM.mp4,E01_P07_AF_VFL_GM,22227307,E01,P07,F,FL,M,front,full_light,Abduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,7,train,0
11674870,E01_P07_AF_VHJ_GM.mp4,E01_P07_AF_VHJ_GM,28357575,E01,P07,F,HJ,M,front,high_jitter,Abduction,67.61904762,"[48.5714, 77.1429, 77.1429]",3,True,7,train,0
11674803,E01_P07_AF_VLJ_GM.mp4,E01_P07_AF_VLJ_GM,34045605,E01,P07,F,LJ,M,front,low_jitter,Abduction,77.14285714,"[77.1429, 77.1429, 77.1429]",3,True,7,train,0
11681374,E01_P07_AF_VLL_GM.mp4,E01_P07_AF_VLL_GM,64537889,E01,P07,F,LL,M,front,low_light,Abduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,7,train,0
11675043,E01_P07_AF_VML_GM.mp4,E01_P07_AF_VML_GM,27583255,E01,P07,F,ML,M,front,medium_light,Abduction,100.0,"[100.0, 100.0, 100.0]",3,True,7,train,0
11674961,E01_P07_AF_VO_GM.mp4,E01_P07_AF_VO_GM,16301868,E01,P07,F,O,M,front,occlusion,Abduction,88.0952381,"[85.7143, 92.8571, 85.7143]",3,True,7,train,0
11681763,E01_P07_AL_VFL_GM.mp4,E01_P07_AL_VFL_GM,84536948,E01,P07,L,FL,M,left,full_light,Abduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,7,train,0
11679834,E01_P07_AL_VHJ_GM.mp4,E01_P07_AL_VHJ_GM,55637486,E01,P07,L,HJ,M,left,high_jitter,Abduction,67.61904762,"[48.5714, 77.1429, 77.1429]",3,True,7,train,0
11681342,E01_P07_AL_VLJ_GM.mp4,E01_P07_AL_VLJ_GM,68691242,E01,P07,L,LJ,M,left,low_jitter,Abduction,77.14285714,"[77.1429, 77.1429, 77.1429]",3,True,7,train,0
11681751,E01_P07_AL_VLL_GM.mp4,E01_P07_AL_VLL_GM,85617497,E01,P07,L,LL,M,left,low_light,Abduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,7,train,0
11681870,E01_P07_AL_VML_GM.mp4,E01_P07_AL_VML_GM,102536546,E01,P07,L,ML,M,left,medium_light,Abduction,100.0,"[100.0, 100.0, 100.0]",3,True,7,train,0
11681694,E01_P07_AL_VO_GM.mp4,E01_P07_AL_VO_GM,71898198,E01,P07,L,O,M,left,occlusion,Abduction,72.38095238,"[70.0, 77.1429, 70.0]",3,True,7,train,0
11675079,E01_P07_AR_VFL_GM.mp4,E01_P07_AR_VFL_GM,11285348,E01,P07,R,FL,M,right,full_light,Abduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,7,train,0
11679839,E01_P07_AR_VHJ_GM.mp4,E01_P07_AR_VHJ_GM,55930062,E01,P07,R,HJ,M,right,high_jitter,Abduction,67.61904762,"[48.5714, 77.1429, 77.1429]",3,True,7,train,0
11675094,E01_P07_AR_VLJ_GM.mp4,E01_P07_AR_VLJ_GM,48839729,E01,P07,R,LJ,M,right,low_jitter,Abduction,75.71428571,"[75.7143, 75.7143, 75.7143]",3,True,7,train,0
11674868,E01_P07_AR_VLL_GM.mp4,E01_P07_AR_VLL_GM,44490229,E01,P07,R,LL,M,right,low_light,Abduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,7,train,0
11675091,E01_P07_AR_VML_GM.mp4,E01_P07_AR_VML_GM,17663484,E01,P07,R,ML,M,right,medium_light,Abduction,100.0,"[100.0, 100.0, 100.0]",3,True,7,train,0
11674810,E01_P07_AR_VO_GM.mp4,E01_P07_AR_VO_GM,21148138,E01,P07,R,O,M,right,occlusion,Abduction,88.0952381,"[85.7143, 92.8571, 85.7143]",3,True,7,train,0
11674821,E01_P08_AF_VFL_GM.mp4,E01_P08_AF_VFL_GM,11055957,E01,P08,F,FL,M,front,full_light,Abduction,73.33333333,"[68.5714, 75.7143, 75.7143]",3,True,8,val,1
11674740,E01_P08_AF_VHJ_GM.mp4,E01_P08_AF_VHJ_GM,38471339,E01,P08,F,HJ,M,front,high_jitter,Abduction,73.33333333,"[68.5714, 75.7143, 75.7143]",3,True,8,val,1
11674913,E01_P08_AF_VLJ_GM.mp4,E01_P08_AF_VLJ_GM,36698460,E01,P08,F,LJ,M,front,low_jitter,Abduction,70.47619048,"[72.8571, 65.7143, 72.8571]",3,True,8,val,1
11675065,E01_P08_AF_VLL_GM.mp4,E01_P08_AF_VLL_GM,48703844,E01,P08,F,LL,M,front,low_light,Abduction,69.04761905,"[64.2857, 71.4286, 71.4286]",3,True,8,val,1
11674851,E01_P08_AF_VML_GM.mp4,E01_P08_AF_VML_GM,12005091,E01,P08,F,ML,M,front,medium_light,Abduction,71.9047619,"[74.2857, 67.1429, 74.2857]",3,True,8,val,1
11675000,E01_P08_AF_VO_GM.mp4,E01_P08_AF_VO_GM,14201102,E01,P08,F,O,M,front,occlusion,Abduction,71.9047619,"[74.2857, 67.1429, 74.2857]",3,True,8,val,1
